order_id,customer_id,order_date,product_id,product_name,product_price,quantity
88cf246d-8b4e-4289-b9f8-4a017aa2692b,5cb8bfca-0e2f-4606-b875-24915a1a8a71,2023-11-30,P0010,Product J,50000.0,3
42a26a16-80a2-486c-b813-f3470bf01a1c,8861beda-bf69-40db-a94f-85f4c067bbcb,2024-04-06,P007,Product G,4500.0,1
1a9d890b-9fb0-4214-95d8-2905a86109a6,99c327ac-bef8-430c-8084-48819f9f8aa5,2023-10-25,P001,Product A,253.5,2
c41d12c3-2dd2-4db9-b09b-7d9b0ad0fe4f,8cb8dea1-c6bc-46e6-ab91-63adc857d9ea,2024-01-23,P0010,Product J,50000.0,5
ef056f3a-8c33-4ec9-922b-c9ebfa074fe9,0a42c2e8-5755-44a5-97a3-2f32ea5e04da,2024-04-12,P009,Product I,1500.25,2
752e6ad6-3d6a-463d-881d-046b33851761,a2eac992-dac6-4714-a613-9dd324f7a98d,2024-02-16,P002,Product B,459.0,1
71cdf371-4253-462b-a6dc-f5d401733d5f,ea65ba33-709d-4209-a7c0-a3c00b511ddd,2024-07-02,P001,Product A,253.5,2
4b72cb70-1265-4e8d-b86c-aa3c3b581f0c,0781cec5-93e1-46f3-987f-c00e97cc9122,2024-02-17,P007,Product G,4500.0,3
dfebe115-23c8-434e-89b8-bbfe84b7bbc6,9a223b9c-bd5a-4304-856e-c02edfbd7b97,2023-08-28,P004,Product D,152.25,5
f011e7b0-2362-462b-b14e-92e83753eba8,c8798a93-f77a-4702-9e79-bc4f165f024b,2024-04-01,P009,Product I,1500.25,4
fffa4742-db84-4e9c-b5b3-3704fd8ee747,5382b844-3ae4-458c-b97e-d6af6d15d309,2024-05-27,P009,Product I,1500.25,4
f8539f48-832c-4599-bf5e-4f454b330b24,97ecd420-c86f-4920-871d-7c375f5702d1,2024-05-25,P006,Product F,9000.1,3
b9bd5d4f-4b58-4f73-86d9-50ac7d5c27a9,9d06cbfb-0166-4b1b-b1a1-c965fc539996,2023-10-03,P004,Product D,152.25,1
80912af2-7a0f-4338-922e-0727731f926f,cb732b9c-b1fd-4645-a499-5bcc6cfd5dfd,2023-12-02,P003,Product C,7500.75,2
d69f3b31-233b-4e61-8fcc-cecb20a98692,2e8d7fa3-825a-4dba-9a5b-f874011a6a4c,2024-06-12,P002,Product B,459.0,5
6577e861-83a7-4109-911d-077826c0478c,c0d7280a-fca7-4686-a941-a8ad3889a33a,2024-03-25,P0010,Product J,50000.0,5
24dcdfb2-69cc-4fe1-bb71-5a107e5e3d72,3eae8781-5793-4a9c-852c-ba4f91927497,2023-08-07,P005,Product E,501.0,2
ce715050-89de-4864-b28a-3c1fddaa2183,4f675e49-d7b1-4702-bb23-d606e644e1da,2024-01-22,P0010,Product J,50000.0,2
ecb45656-7254-460e-9631-73213c01d124,c1761941-b9e2-4cfd-aa67-d0d1d09c7667,2023-12-16,P008,Product H,7534.75,4
8e72734c-5c13-4521-9198-cfb585407d95,c398175e-b435-4378-85e0-b8a26d3d908e,2023-11-27,P005,Product E,501.0,4
a74817d4-4d0d-4809-ae5a-2d378606042d,dee13833-c806-4c3a-ba91-1b1fc355ccfd,2024-01-17,P003,Product C,7500.75,5
c55eef6d-7ebe-49ef-a1b9-438e42b0a784,73fc6d6b-f9c3-4bd2-9dd8-213e4e023f9b,2023-10-01,P008,Product H,7534.75,4
a09bd928-4947-4e75-b192-d7899fe6a8d2,3c3e3e54-56ee-4f25-bc87-8abcaae785ea,2023-11-07,P002,Product B,459.0,4
83e2e762-4c3f-47da-8347-773bfd62b266,f4c66e3d-68d8-4805-8cee-e18fa17e0e36,2024-01-26,P008,Product H,7534.75,5
fe8ac059-a6a6-4b20-a113-86bd149bfe36,66573756-e24f-413d-b517-fe158df2a3f6,2024-04-25,P004,Product D,152.25,1
66bbe3cc-6dca-4a3e-b076-565eb44318c6,a09c33f9-4d75-4022-917a-7ad2a8766fbc,2023-09-15,P006,Product F,9000.1,4
3b332451-a6f3-4243-b985-431d4f25a4e5,10f2f94c-e640-4e31-b4f5-a1e282edbc6b,2024-05-28,P006,Product F,9000.1,1
bc46fff0-91b9-4a19-948d-1df319b417e5,662eec6c-ae25-49c2-88b8-2868e1103040,2024-04-30,P005,Product E,501.0,2
661fe710-6238-4fa9-854b-c1d5b9525f22,3f7812be-3e62-4f26-9cb1-49ff70a9f956,2024-07-12,P003,Product C,7500.75,5
cb8d9743-5474-4f5f-8fc2-73bb306db8fa,c748d3b1-a37a-44cb-a74a-a4dddf276a19,2023-11-29,P002,Product B,459.0,4
7d057cfc-c766-4fff-93bb-724123c05c03,d964d40c-ae3c-4ce5-b7e8-77b51b3c0e79,2023-11-26,P005,Product E,501.0,3
ab3a99f5-a81f-41e1-93f3-7c215818139a,ebd2854c-50a7-4395-85b5-d43e63a3cbc6,2024-06-05,P004,Product D,152.25,3
353198aa-d7f5-40de-945c-65e0d2fb3615,ef796010-fb70-47dd-a781-ec543afb6edd,2024-02-10,P001,Product A,253.5,1
b11409a7-b735-454d-84f3-1ace750b88f7,7044458b-8f89-4324-a6a0-4c79433d71cc,2024-06-23,P009,Product I,1500.25,3
0ac12a41-2015-428e-8465-ee415e4985a7,2b660e65-54c2-400c-a07f-46ebe548a47b,2023-08-09,P006,Product F,9000.1,5
cb468a2b-5259-4e97-9e61-bd580e1f0777,c484e953-c38d-4814-bc8c-552dfcf0e2fb,2023-09-10,P004,Product D,152.25,4
89d33dfd-bf30-4fb4-a209-33090cf3bf41,48ea83be-4801-4878-b8d5-4d31930688c4,2024-01-04,P009,Product I,1500.25,2
d472f485-ae5f-42c1-963f-febb3d3fbf1e,5dd3ab4e-6ba9-4c8d-a1b5-79f41a7d4152,2023-10-13,P008,Product H,7534.75,4
fa416ca5-92c2-4605-8984-7e6f3b4afd54,476016ac-fade-4cf5-94f2-2f383b4c04d8,2023-12-11,P004,Product D,152.25,4
ddff0026-453a-4d33-9cc1-8809393b2701,3c97b685-e208-4423-93a6-7c1f3c7283d1,2024-01-11,P009,Product I,1500.25,5
80ceef0e-04ed-492b-a64c-f366dc9fee91,07988c94-a11d-4d34-9813-ce2eefb0e85d,2024-04-03,P001,Product A,253.5,4
7e53a18a-4ba9-44df-ac3f-ef694cac7ca8,eab0910c-dc07-453e-ba68-37cd071c464b,2024-04-18,P001,Product A,253.5,2
d5080bcf-1841-465c-a7e4-84882a625bf0,303d3b90-98a1-4c6b-9c2b-a6ad3549b382,2024-01-11,P005,Product E,501.0,2
6cef15f6-4aa5-4339-8204-d9d6be170b0b,af1eb85b-fcd2-4b2b-a6d8-7c2682f950c0,2024-03-20,P006,Product F,9000.1,2
63470bd2-d472-4198-96cd-8880e1c91206,5b2db8cc-a07a-44f3-a79f-f7a58e78ecaa,2023-08-19,P008,Product H,7534.75,5
04d107de-ff61-4379-a4cb-0c8337c009af,1475e63d-9cd1-4429-8708-3cb34323ab54,2024-05-14,P005,Product E,501.0,4
0f4f88b0-a3f7-495d-b819-d6e0ef472eaa,54003d55-b0c4-448f-a8bb-291f93b75ced,2023-08-04,P007,Product G,4500.0,4
3f005521-efbb-4799-9173-8b0173cc5eb9,ee9a12e9-3a53-4676-a5a3-220c20554b5b,2024-05-23,P003,Product C,7500.75,1
e0c0b59a-79d9-4bc3-98e0-0f9f7959f0e9,ba475ec8-c63d-4b86-b519-bb841ed1e6f4,2024-07-06,P009,Product I,1500.25,1
f4dd2a5d-ab32-4319-b753-125b46d19762,846098d2-4c0f-414a-adf6-b8b9f8d20c58,2023-11-09,P004,Product D,152.25,3
a452434e-314d-4d8d-9807-112bd13e412b,72eaa55c-59e6-4fbf-83e1-0b52715adbd2,2023-08-25,P0010,Product J,50000.0,2
a54ab259-b8f0-4a71-96b4-9666273f4c5d,249d6f81-325f-40d1-abd5-5909cb58f27d,2023-11-13,P0010,Product J,50000.0,4
ef3a6fe9-2423-467b-909a-16de01eb16b1,fef496e0-66eb-4381-98e5-11b2f4ca61b9,2023-11-27,P006,Product F,9000.1,4
555c9e0e-d5d3-4834-bf0f-ae6d9eb2eacc,080883b0-5736-4f82-90a6-8257e1ff22e1,2024-03-30,P004,Product D,152.25,2
d7e07e9e-e77b-4a78-bde1-d85c82a04585,35d9a1f2-8475-4cfb-96b5-0baaa346c458,2023-10-17,P001,Product A,253.5,3
337c1ed5-746a-4cf7-967f-5f0e00835c78,82ec3747-495e-4a5e-a82b-f917821391ba,2024-03-02,P0010,Product J,50000.0,1
48b30b51-b1a1-4d03-b44a-dd270cff0fde,e037fa25-25a9-4ad0-a258-a8819ab37d63,2023-08-27,P0010,Product J,50000.0,4
faa01461-d632-474e-a4ac-6825ffcab2e8,d227fdca-f29d-4c99-ad1d-a6457699492c,2024-05-07,P003,Product C,7500.75,4
7862e372-6284-4af3-bd56-e4603faf3b6c,2889a592-308a-460a-9fc6-f636458f57f1,2024-01-27,P007,Product G,4500.0,4
bc4a7646-7256-47ed-a29b-98b9613ba539,1583e92f-96bd-432d-a9c3-238740da28e8,2023-08-12,P001,Product A,253.5,1
aa35c287-8c57-409f-8f47-70f32a9bafdb,b4199fa2-ba44-4306-be40-b0cfe1515454,2023-11-27,P005,Product E,501.0,5
fcef5398-ade6-412a-9413-849c06c004ea,c896ed76-0feb-4574-80c0-20453183a332,2023-09-28,P001,Product A,253.5,5
656dcd13-ffed-431a-ad71-fdc84a3fdf4e,8572c804-9a86-4516-9985-4feeb81a5fe1,2023-10-18,P002,Product B,459.0,4
712d147b-8c58-423f-bfd9-513313522275,c0dd7093-4f9f-47a4-be1e-131ee601170d,2024-04-04,P0010,Product J,50000.0,3
e46e9069-e772-4d1e-9fa5-243561e0a278,ded0fca9-1d72-4932-9c9a-c5c31f2679c9,2023-09-14,P002,Product B,459.0,5
46119be9-a042-4654-a167-a51f1c2646f3,c29a81a0-0e30-411c-87df-a09b666cb9f4,2024-02-16,P009,Product I,1500.25,5
0437ee43-342c-4150-82ec-ef38698b179a,4917ac64-1aa7-483a-920e-eee7a623a914,2023-08-12,P0010,Product J,50000.0,4
53dfc538-3f11-483f-bfa6-ef89e332cc96,9bc90d7e-ad11-46ac-8484-a5386e0b1521,2024-02-15,P009,Product I,1500.25,3
0631bf63-68f7-4904-969f-253db1cd10bc,65d465f5-a45b-49cf-ad6f-d7ae8cf2257e,2024-01-29,P007,Product G,4500.0,5
5a0b7d30-3842-4ac3-888c-c2d8835a044f,6352bd68-4ecb-4fd3-a7fa-843280e2777d,2023-10-13,P008,Product H,7534.75,1
cbf687e1-2f8a-4df2-b788-703dde702431,68929a8f-d7f7-4ac5-b2f3-b7630f9c6fb8,2023-09-25,P008,Product H,7534.75,1
4e02a167-d725-4801-9628-7c21a3723968,eb63b6ff-36d2-4d9e-8ce9-15b5c6e96997,2024-04-14,P009,Product I,1500.25,4
a0d68b0c-71f0-4be1-96a1-d1160550ec7d,c02aab63-f816-4f14-9ea2-4ae40f86505d,2024-04-14,P001,Product A,253.5,1
4ab61b54-9885-4b80-9235-1d432237887b,5655d752-f395-45e2-9773-1cc960f83f70,2024-03-09,P002,Product B,459.0,3
d56c7b09-70d5-422f-903d-2e3f41ffb487,77dcde6f-3d39-423c-8ba5-d44a66e96dbc,2023-11-30,P009,Product I,1500.25,3
4b825dea-9339-40f3-b184-c5d029bca441,789ecd4a-0c40-4bf2-94aa-8d409a8f2634,2023-12-09,P009,Product I,1500.25,1
337fa0f6-5840-458b-bf48-d48948111dea,06b30de9-0f87-4507-b9a4-98231c344278,2024-07-01,P009,Product I,1500.25,1
7a3e0784-4e0c-48f6-b0f5-6001bacbdd48,20f664da-b64a-4d37-b7e3-657918c6e893,2023-12-30,P0010,Product J,50000.0,1
861110c8-754d-40fa-aadd-fdb33d626525,732bfc2a-0465-4969-be22-7e23a126caed,2024-05-12,P005,Product E,501.0,1
db9a1e6b-c916-4b40-9b04-d0f9402937c1,5b3bbb3c-8695-4561-8e9f-7a6617608a08,2024-07-16,P006,Product F,9000.1,3
066fb083-3b61-42be-a211-41f285433788,f89f8766-87f6-4946-a94d-4142a17b32cc,2024-03-06,P007,Product G,4500.0,5
81095841-57c5-4d18-a1b4-1bbbd8773f75,733357ae-eed1-4395-b115-261822eea2dc,2023-12-05,P001,Product A,253.5,3
3571f711-2915-448d-bc30-a6037696c6dd,b68df5c7-8de4-46cc-a489-8a0cfa4d26c8,2024-01-20,P009,Product I,1500.25,1
ce1f7523-15c4-404d-9023-83dbfda1db89,b9294077-865e-45f0-99dc-a7bd64c11479,2024-04-30,P004,Product D,152.25,1
5803ef15-a6ae-43b4-bf3e-a14c6680795f,ad25144c-9afc-4fe5-ac50-7be135789161,2024-05-24,P007,Product G,4500.0,3
4ed7874b-9eec-46cf-9759-97496a85067e,dc465e52-f71c-4805-83ee-c0a088519c1a,2024-05-06,P005,Product E,501.0,4
ae80eace-915d-41d8-87d0-f89515792ab5,e149ea50-a862-48ed-930d-9f6c6cba2353,2024-03-11,P0010,Product J,50000.0,2
5fd4f3bb-7f44-4eaf-b8e6-5866214926b4,652a2041-3ca8-4589-85c7-7651811ce229,2023-09-15,P003,Product C,7500.75,2
1e4d0a0c-6f60-4dd6-8194-74c4755f061b,c0324dde-5291-4cd2-90d3-852be3457b0d,2023-12-29,P009,Product I,1500.25,3
69d385c3-ad86-4cab-af49-c9c841fd7298,4c1cdc3e-0a84-4a59-bc91-bd0f59eedabd,2023-08-20,P008,Product H,7534.75,5
7c7e8a42-37e1-4168-acab-67ebcbb4ef73,4e510949-361a-46d1-ae23-363c87f17793,2024-04-11,P006,Product F,9000.1,5
07281701-d813-426a-9f7f-c855affcd76e,2d4a38bc-9133-40fd-bc30-9181d0cf4de9,2023-11-10,P0010,Product J,50000.0,2
9cb14b6d-43bc-4301-bf60-b00b0f894ece,f6face26-4809-4cdd-98cd-d6129a1683fb,2024-01-17,P007,Product G,4500.0,2
74d42666-7e17-4dff-ac41-1019b7fdea11,7c43dd8d-ee5e-4605-b468-330db460570c,2024-05-21,P004,Product D,152.25,4
82fc963d-ae6c-4318-81a7-a9bb55c7ec7b,33b4f04a-afc7-4454-927b-693aa24646d5,2024-05-19,P009,Product I,1500.25,3
80ed6f44-9315-482b-959e-3613a37e6286,4a39e185-5a8e-4524-b026-365b78931b05,2023-10-04,P005,Product E,501.0,1
722b65ba-f383-4b5f-bb64-a89077431a5a,aaadccf6-a6d9-41eb-a9fd-651e7289717e,2023-08-15,P005,Product E,501.0,2
b4dc0bac-0c12-4b2c-84f9-b1d660d511b4,9d069883-0f14-4ca5-949d-ef8ea3431327,2023-09-16,P001,Product A,253.5,5
a86ef6bb-e5d9-4b1a-b656-d916b742e961,dd6d2a91-de0c-4b8a-8352-c7462f75d7c1,2024-02-28,P009,Product I,1500.25,4
da5568c6-48d0-4d69-a654-676e278a558f,99f13f3e-fc6a-4105-9a42-31c2b6e7e87a,2024-03-15,P002,Product B,459.0,3
958d1e9b-ebcf-420a-95db-61f4abb7afdc,ea051248-6074-49da-8847-a2b7d1892c09,2024-05-22,P004,Product D,152.25,5
63862573-7f7a-43dc-ad9c-5fba20aad4fd,5928762e-2297-4b6f-a943-4a52ee35cf07,2024-05-08,P008,Product H,7534.75,5
c18dafb5-24b9-47ef-98af-9d8688874e93,ce76d065-3a3d-47a1-bdb9-8950d2522b2b,2023-10-12,P009,Product I,1500.25,4
706c9b3d-dce9-4b38-9c95-187d5ff3e3d8,20908858-5050-446f-8fa6-48732fbdcdca,2024-04-20,P003,Product C,7500.75,2
031e3bf6-5b49-40f3-9757-a4a4da7f6e90,f59530c9-7cfa-41ab-905f-a4a7c6e68af4,2023-09-25,P002,Product B,459.0,2
018b51f7-1cc0-4648-8835-bf676ad685d0,77fcddd9-cef5-4c07-a9d3-90182ccd5ee1,2024-06-25,P005,Product E,501.0,1
237bed8d-b78e-4b90-93cf-b80ce062fda2,eff51047-ed25-423f-9ba8-4d0fb618511c,2023-08-28,P003,Product C,7500.75,5
f6c98092-4741-4f88-8522-edf93f09e79b,1f3254e2-aedc-43ca-ade3-975ab80419f1,2024-04-25,P008,Product H,7534.75,4
d5bead8c-6d80-4665-bec0-cf90dfed867d,b372cbb3-f6bb-4f4a-ba82-98aa1f1192a2,2024-06-07,P002,Product B,459.0,5
cf8d6b23-e4d8-4261-bd54-b56601dee69f,00dba5ca-e851-4734-a517-8c93bd5fa4b2,2023-12-06,P002,Product B,459.0,5
0672c892-17cd-4537-b5bd-549f0468415b,ad259b01-ac4e-4a5a-85fc-f8c979053985,2024-02-08,P007,Product G,4500.0,1
b323de76-26bf-4dd2-b07b-96af8e52a408,0e4b335d-e7c4-414a-b65a-2393b20bb886,2024-03-25,P003,Product C,7500.75,2
2ee41b11-e1c8-46b3-bb05-a2190a315740,654f9859-67c2-49f0-97fe-b658dc5e54a2,2023-10-22,P003,Product C,7500.75,3
204cd20e-a68e-4822-8418-6fc3ed533619,87b3fd86-ded2-41e2-bbcc-cde99ce697dd,2023-12-27,P006,Product F,9000.1,5
0fb189e4-0690-48a6-bbd2-f0811afa1165,2ccd8832-4871-47bf-a851-900cf9b85bdb,2023-08-25,P003,Product C,7500.75,3
c1958182-fb88-4076-8d28-cef34df83bbc,6397eb59-066c-4e57-936c-89adf9335e6e,2023-12-30,P007,Product G,4500.0,2
25ebac03-3b88-44e0-b7e0-29fdbe0cd5cc,b803fcc7-07a5-4444-bad7-e89804a1f324,2024-03-09,P006,Product F,9000.1,2
4ce4e938-bd2d-4367-aee4-3fdd8502a684,dce7e64c-70a5-47ee-946d-ece39052e285,2023-09-15,P009,Product I,1500.25,4
0140e096-526b-4531-a110-93d8aea94aeb,96dff88c-05f6-4ede-b2c4-6f99aac34bd2,2024-02-03,P008,Product H,7534.75,3
cd4c6108-a8de-4b23-944e-a7606b300584,394f8270-bd5b-4b79-9d4a-c427f5fa177b,2024-05-14,P0010,Product J,50000.0,3
44dea3c3-bcc5-4664-8471-d159b3b68e28,5d28410b-54f4-4f0d-84a8-7246cca5c67a,2024-04-16,P009,Product I,1500.25,2
3ff238f8-83e0-4134-a1e7-1f095c04eb18,ce26ba21-3a2e-4e47-a680-a178cdd01260,2024-07-25,P009,Product I,1500.25,4
23fad685-f55d-4770-acff-5d81a1989c31,356a7505-bb35-431c-970d-f7ffbe86de82,2024-06-04,P008,Product H,7534.75,3
2a3b32d4-cfc4-44e8-850d-841991b0560c,e79eb257-a01b-4a0d-9158-b9f9687bc723,2024-03-04,P007,Product G,4500.0,5
1f3c4c28-e7e0-4a54-b1be-d8048eb3f8cc,d375e86e-b368-4c27-9331-c4b23692958e,2024-04-10,P009,Product I,1500.25,4
c4a114d7-8342-4e9a-b1ec-8f4bdac5eb2c,362b6baa-d9a0-4256-8553-70b0b3a8d91a,2023-10-25,P002,Product B,459.0,3
78a9bb90-ebe8-4032-827f-377c139a6c1e,8c5f02d2-6ba5-4736-b714-305206fd7978,2024-05-26,P007,Product G,4500.0,3
f44ce041-8e21-49b6-942e-06058ca05249,47b5ad49-f1da-4d05-8da6-1c4e958e427d,2024-02-09,P001,Product A,253.5,2
0cd71ccd-6adb-4e75-92f8-675801ae7a03,65d82477-5969-4202-a24e-1cce01d78aaf,2024-01-30,P005,Product E,501.0,2
c4e172a6-ac48-4741-bb0f-7fc4a4f2016b,39f6e06e-a79d-411b-b69f-f295d29e20d1,2024-04-25,P0010,Product J,50000.0,1
6efb2dfb-a79f-4dd7-9660-b020e764cef9,1b2c16a8-6615-4fcc-8322-97adca328d65,2024-01-16,P004,Product D,152.25,4
20e5d277-3bfa-4f0a-8284-ef510c43bc46,eb206285-4f73-461b-b5f8-478745c78727,2024-05-09,P004,Product D,152.25,5
b44f2381-d99f-4c39-9b4a-4705e20972f2,666cfb65-5464-4009-89cc-90a415acb240,2023-08-02,P004,Product D,152.25,3
395f757e-b019-4df6-b60a-b29b55aebdb4,4a2ab6c4-5a90-468a-807b-08fca71d7275,2023-08-01,P008,Product H,7534.75,2
64fbf960-e010-40de-bfae-1d066d1d27bf,80c2140e-d8fa-4cfa-8d85-0b9fc55a72fc,2024-05-02,P009,Product I,1500.25,2
cf8e9d18-586a-4ad3-9df2-0be6dc2efb3c,8b7a1bc5-9faf-4dee-b89b-9a42f3f0d3b3,2024-02-09,P004,Product D,152.25,3
3434cee1-5a10-4255-9046-de43928f4dd8,dc6537a2-58f5-44dc-a389-2d2792a147d4,2024-06-10,P005,Product E,501.0,1
bc7e268f-3df2-4fca-8bce-4348be774b8c,84157132-b413-488f-9632-8cb03a6420f9,2024-02-26,P001,Product A,253.5,3
6c3271d6-7e28-4ef9-97a1-8041cbda1dfd,89f2c656-a8bf-4666-a614-0195a69d6b31,2024-05-26,P003,Product C,7500.75,5
aaf374e3-fbe6-4470-b468-bec649ac24b1,1eebf961-5aa2-43b4-bea4-06d486701c32,2024-07-24,P004,Product D,152.25,4
ce4e1aa7-da20-4bdc-8101-5ca4c0d714aa,bb63aa92-63a1-4d58-93d2-f5815f22992c,2023-08-30,P004,Product D,152.25,1
211d7eb2-a4ca-4049-8d7f-da0d503dbdb4,0f9dab78-bd95-4ef7-a1d3-c660212d4cc8,2023-12-17,P001,Product A,253.5,3
aa724cb3-23ec-469c-b737-0f5035dbbdac,7fe029b1-b9b5-4804-b56f-fb88358bf6a8,2024-02-14,P009,Product I,1500.25,4
4d992091-23b5-4841-8fc6-de2564ce432d,dcd48903-1580-4b2d-813d-55d0d792bbd6,2024-03-11,P009,Product I,1500.25,4
1a40e7ee-dda2-4ccd-826b-d2e7babe0253,2af60c2d-fe27-4d1b-a422-23e004b2ed15,2023-09-14,P003,Product C,7500.75,4
e4437884-c0bd-4b21-851a-b5495d675a26,7fc7bdce-50db-4504-baf8-303db032faee,2024-03-09,P005,Product E,501.0,1
e58a0c28-9163-4432-95fe-1adfe3777421,42a9856e-3e8b-4e64-8b8d-effa652415cc,2024-07-05,P007,Product G,4500.0,2
438dd65c-876f-4588-95f0-0645d688e032,e8f5a8ae-6e4c-4eb0-874a-7efa0d72eae1,2023-11-11,P009,Product I,1500.25,4
88492890-0652-4d11-88b3-00a0045511e5,78149543-4cfe-4cfa-a8eb-828efc0f63e7,2023-09-15,P006,Product F,9000.1,5
a813f744-40a8-4cfb-a4c3-213762edfeb4,de03b3d4-7bc1-480c-abe1-2c986e501e71,2024-06-13,P003,Product C,7500.75,4
d592c565-557c-424b-bd4e-325d76fd2610,c5a0cf92-085b-4b26-88fb-f81111618071,2024-01-12,P001,Product A,253.5,5
2432e6f9-a325-4690-aa60-1b20d070df5a,b809aec8-ffd6-4b04-8bc1-818e5d779f51,2023-09-04,P005,Product E,501.0,2
591cec86-488a-4197-9b17-3e50698a4a8e,dc823cf5-5232-4f8a-833d-9a117c6cd045,2024-01-21,P006,Product F,9000.1,5
d5a8f432-5c19-42d9-9c6c-832fe8678f3d,a5ffd629-0c6c-44c5-87fa-03a3222d9999,2023-07-31,P006,Product F,9000.1,3
80124318-eed0-42bc-aa07-a625c780e938,d6160c13-fad7-407e-8528-927d8d760e20,2024-05-10,P009,Product I,1500.25,5
cbd49d09-eeba-41bf-85bb-4d1e1ee5348a,f3bcbd65-bbb6-4935-98eb-d4954cf4b244,2023-11-12,P001,Product A,253.5,5
8862c99c-aed0-409d-8e27-e26378fb9b03,3c08c956-b38a-4c70-9177-3be1649a8560,2024-01-18,P009,Product I,1500.25,2
fa190383-1b47-48b8-848c-5646fdbe14ec,b9398300-684e-463a-893a-eaec9a6021e4,2024-06-04,P005,Product E,501.0,2
62992de8-0276-4014-a2de-87e4d67ac537,c18e8b33-b0fe-48c0-b54d-f4d31d92fd4a,2024-01-11,P0010,Product J,50000.0,1
e49fd0b0-b1d6-4c0f-8e84-7f3262ebe005,607e372f-9bb6-4822-9e2d-28e76b9ef89b,2023-12-29,P008,Product H,7534.75,4
90b0b6a4-19e4-4987-98d6-695fd5582ea5,7d050d31-28aa-46d1-810b-c4d2005ef698,2024-05-08,P003,Product C,7500.75,2
